Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves
"Italian Game, Two Knights Defense, Fritz Variation",,501,C57,2018-07-03,2078,2100,43.30%,18.20%,38.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Nd4
"Italian Game, Two Knights Defense, Knight Attack, Normal Variation",,111,C57,2018-06-30,1626,1606,36.00%,17.10%,46.90%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5
"Italian Game, Two Knights Defense, Modern Bishop's Opening",,9692,C55,2018-07-09,2274,2236,38.90%,31.60%,29.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3
"Italian Game, Two Knights Defense, Perreux Variation",,410,C55,2018-06-19,2138,2115,36.80%,27.10%,36.10%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4 5.Ng5
"Italian Game, Two Knights Defense, Polerio Defense, Bishop Check line",,1201,C58,2018-07-05,2202,2152,44.00%,21.10%,34.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+
"Italian Game, Two Knights Defense, Polerio Defense, Bogoljubow Variation",,691,C58,2018-06-28,2140,2110,41.10%,17.90%,41.00%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+ c6 7.dxc6 bxc6 8.Qf3
"Italian Game, Two Knights Defense, Polerio Defense, Kieseritsky Variation",,239,C58,2018-05-20,2122,2082,40.20%,20.50%,39.30%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.d3
"Italian Game, Two Knights Defense, Polerio Defense, Suhle Defense",,1090,C59,2018-06-21,2179,2199,38.60%,22.80%,38.50%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+ c6 7.dxc6 bxc6 8.Be2 h6
"Italian Game, Two Knights Defense, Traxler Counterattack, Bishop sac line",,226,C57,2018-06-28,2163,2095,43.40%,20.80%,35.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Bc5 5.Bxf7+
"Italian Game, Two Knights Defense, Traxler Counterattack, Knight sac line",,113,C57,2018-04-29,1978,1977,27.40%,23.90%,48.70%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 Bc5 5.Nxf7
"Italian Game, Two Knights Defense, Ulvestad Variation",,460,C57,2018-06-14,2114,2115,44.80%,17.40%,37.80%,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 b5
"Kadas Opening, General",,121,A00,2018-01-31,2040,2085,33.90%,19.00%,47.10%,1.h4
"Kangaroo Defense, General",,2551,E00,2018-07-06,2326,2379,24.90%,39.40%,35.70%,1.d4 e6 2.c4 Bb4+
"Kangaroo Defense, Keres Defense, Transpositional Variation",,700,E00,2018-06-22,2345,2320,32.70%,30.90%,36.40%,1.d4 e6 2.c4 Bb4+ 3.Nc3
"King Pawn Game, Alapin Opening",,114,C20,2018-03-31,2320,2284,41.20%,23.70%,35.10%,1.e4 e5 2.Ne2
"King Pawn Game, General",,261,C20,2018-06-17,1958,1986,34.90%,20.70%,44.40%,1.e4 e5
"King Pawn Game, Leonardis Variation",,313,C20,2018-05-26,1893,1966,29.70%,18.20%,52.10%,1.e4 e5 2.d3
"King Pawn Game, Macleod Attack",,120,C20,2018-06-27,1865,1876,35.80%,21.70%,42.50%,1.e4 e5 2.c3
"King Pawn Game, Maroczy Defense",,514,B07,2018-05-31,2027,2081,28.20%,31.90%,39.90%,1.e4 d6 2.d4 e5
"King Pawn Game, Tayler Opening",,328,C44,2018-04-07,2189,2182,36.30%,29.60%,34.10%,1.e4 e5 2.Nf3 Nc6 3.Be2
"King Pawn Game, Tayler Opening, Inverted Hanham",,461,C44,2018-06-19,2266,2291,33.00%,36.20%,30.80%,1.e4 e5 2.Nf3 Nc6 3.Be2 Nf6 4.d3 d5 5.Nbd2
"King's Gambit, Accepted, Abbazia Defense",,1196,C36,2018-06-23,2192,2215,34.60%,27.80%,37.50%,1.e4 e5 2.f4 exf4 3.Nf3 d5 4.exd5 Nf6
"King's Gambit, Accepted, Becker Defense",,241,C34,2017-11-22,2267,2252,44.80%,17.80%,37.30%,1.e4 e5 2.f4 exf4 3.Nf3 h6
"King's Gambit, Accepted, Bishop's Gambit",,494,C33,2018-03-26,2292,2264,41.30%,19.80%,38.90%,1.e4 e5 2.f4 exf4 3.Bc4
"King's Gambit, Accepted, Bishop's Gambit, Bledow Countergambit",,138,C33,2018-04-16,2277,2319,41.30%,20.30%,38.40%,1.e4 e5 2.f4 exf4 3.Bc4 d5 4.Bxd5 Nf6
"King's Gambit, Accepted, Bishop's Gambit, Bogoljubow Defense",,296,C33,2018-06-01,2284,2312,35.80%,28.70%,35.50%,1.e4 e5 2.f4 exf4 3.Bc4 Nf6 4.Nc3 c6
"King's Gambit, Accepted, Bishop's Gambit, Bogoljubow Variation",,200,C33,2018-06-27,2364,2352,42.50%,20.50%,37.00%,1.e4 e5 2.f4 exf4 3.Bc4 Nf6 4.Nc3
"King's Gambit, Accepted, Bishop's Gambit, Cozio Variation",,114,C33,2018-05-07,2228,2196,37.70%,26.30%,36.00%,1.e4 e5 2.f4 exf4 3.Bc4 Qh4+ 4.Kf1 d6
"King's Gambit, Accepted, Bonsch-Osmolovsky Variation",,307,C34,2018-06-10,2299,2286,49.80%,25.70%,24.40%,1.e4 e5 2.f4 exf4 3.Nf3 Ne7
"King's Gambit, Accepted, Cunningham Defense",,313,C35,2018-06-15,2105,2140,32.90%,21.40%,45.70%,1.e4 e5 2.f4 exf4 3.Nf3 Be7
"King's Gambit, Accepted, Cunningham Defense, McCormick Defense",,237,C35,2018-04-06,2289,2293,40.10%,24.50%,35.40%,1.e4 e5 2.f4 exf4 3.Nf3 Be7 4.Bc4 Nf6
"King's Gambit, Accepted, Fischer Defense",,903,C34,2018-07-06,2134,2146,39.00%,16.40%,44.60%,1.e4 e5 2.f4 exf4 3.Nf3 d6
"King's Gambit, Accepted, Greco Gambit",,104,C38,2018-03-18,2357,2264,59.60%,13.50%,26.90%,1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 Bg7 5.h4 h6 6.d4 d6
"King's Gambit, Accepted, Hanstein Gambit",,127,C38,2018-02-01,2146,2186,35.40%,15.80%,48.80%,1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 Bg7 5.O-O
"King's Gambit, Accepted, Kieseritsky Gambit, Kolisch Defense",,169,C39,2018-06-03,2308,2272,46.10%,26.60%,27.20%,1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ne5 d6
"King's Gambit, Accepted, Kieseritsky Gambit, Rubinstein Variation",,102,C39,2017-02-10,2313,2304,35.30%,27.40%,37.30%,1.e4 e5 2.f4 exf4 3.Nf3 g5 4.h4 g4 5.Ne5 Nf6 6.d4
"King's Gambit, Accepted, King's Knight Gambit",,111,C34,2018-01-06,2005,1923,62.20%,10.80%,27.00%,1.e4 e5 2.f4 exf4 3.Nf3
"King's Gambit, Accepted, MacLeod Defense",,194,C34,2018-06-15,1683,1726,20.60%,15.50%,63.90%,1.e4 e5 2.f4 exf4 3.Nf3 Nc6
"King's Gambit, Accepted, Mason-Keres Gambit",,130,C33,2018-02-13,2192,2235,33.10%,24.60%,42.30%,1.e4 e5 2.f4 exf4 3.Nc3
"King's Gambit, Accepted, Modern Defense",,202,C36,2018-06-21,1950,2021,36.10%,14.40%,49.50%,1.e4 e5 2.f4 exf4 3.Nf3 d5
"King's Gambit, Accepted, Schallop Defense",,377,C34,2018-06-24,2156,2198,39.00%,16.40%,44.60%,1.e4 e5 2.f4 exf4 3.Nf3 Nf6
"King's Gambit, Accepted, Traditional Variation",,113,C38,2017-10-18,2278,2234,57.50%,8.00%,34.50%,1.e4 e5 2.f4 exf4 3.Nf3 g5 4.Bc4 Bg7
"King's Gambit, Declined, Classical Variation",,1031,C30,2018-06-01,2197,2204,37.90%,22.00%,40.10%,1.e4 e5 2.f4 Bc5
"King's Gambit, Declined, Classical Variation, General",,495,C30,2018-04-18,2301,2249,46.10%,19.00%,35.00%,1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.c3
"King's Gambit, Declined, Keene Defense",,143,C30,2018-04-19,2170,2233,29.40%,24.50%,46.10%,1.e4 e5 2.f4 Qh4+ 3.g3 Qe7
"King's Gambit, Declined, Miles Defense",,103,C30,2018-04-29,2194,2183,46.60%,23.30%,30.10%,1.e4 e5 2.f4 Nc6 3.Nf3 f5
"King's Gambit, Declined, Petrov's Defense",,106,C30,2018-02-04,2132,2201,25.50%,28.30%,46.20%,1.e4 e5 2.f4 Nf6
"King's Gambit, Declined, Queen's Knight Defense",,248,C30,2018-06-01,1744,1765,24.60%,10.50%,64.90%,1.e4 e5 2.f4 Nc6
"King's Gambit, Falkbeer Countergambit, Charousek Gambit",,151,C31,2018-06-25,2177,2115,48.30%,28.50%,23.20%,1.e4 e5 2.f4 d5 3.exd5 e4 4.d3
"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Accepted",,292,C32,2018-06-21,2294,2224,53.40%,21.60%,25.00%,1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Nf6 5.dxe4
"King's Gambit, Falkbeer Countergambit, Modern Transfer",,277,C32,2018-07-08,2088,2121,35.00%,15.90%,49.10%,1.e4 e5 2.f4 d5 3.exd5 exf4
"King's Gambit, Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",,448,C31,2018-06-29,2248,2244,40.00%,21.90%,38.20%,1.e4 e5 2.f4 d5 3.exd5 c6
"King's Gambit, Falkbeer Countergambit, Staunton Line",,183,C31,2018-05-28,2098,2085,42.10%,16.90%,41.00%,1.e4 e5 2.f4 d5 3.exd5 e4
"King's Gambit, General",,594,C30,2018-06-11,1942,1896,67.80%,11.90%,20.20%,1.e4 e5 2.f4
"King's Indian Attack, Double Fianchetto",,1629,A07,2018-07-08,2393,2411,29.60%,38.40%,31.90%,1.Nf3 d5 2.g3 g6
"King's Indian Attack, General",,19835,A07,2018-07-09,2330,2312,39.60%,34.80%,25.70%,1.Nf3 d5 2.g3
"King's Indian Attack, Keres Variation",,2023,A07,2018-07-09,2384,2409,28.10%,40.50%,31.40%,1.Nf3 d5 2.g3 Bg4 3.Bg2 Nd7
"King's Indian Attack, Pachman System",,804,A07,2018-07-07,2361,2372,37.90%,32.30%,29.70%,1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.O-O e5 5.d3 Ne7
"King's Indian Attack, Sicilian Variation",,2824,A08,2018-07-01,2242,2214,41.80%,28.60%,29.60%,1.Nf3 d5 2.g3 c5 3.Bg2
"King's Indian Attack, Sicilian Variation",,2772,A08,2018-07-09,2283,2252,48.00%,25.10%,26.90%,1.Nf3 d5 2.g3 c5 3.Bg2 Nc6 4.O-O e6 5.d3 Nf6 6.Nbd2 Be7 7.e4 O-O 8.Re1
"King's Indian Attack, Sicilian Variation",,329,A07,2018-06-28,2142,2144,34.00%,30.10%,35.90%,1.Nf3 d5 2.g3 c5
"King's Indian Attack, Smyslov Variation",,632,A05,2018-06-24,2309,2297,41.60%,32.30%,26.10%,1.Nf3 Nf6 2.g3 g6 3.b4
"King's Indian Attack, Spassky Variation",,2225,A05,2018-07-09,2325,2350,32.80%,35.50%,31.80%,1.Nf3 Nf6 2.g3 b5
"King's Indian Attack, Symmterical Defense",,12148,A05,2018-07-09,2237,2250,25.40%,36.80%,37.80%,1.Nf3 Nf6 2.g3 g6
"King's Indian Attack, Wahls Defense",,2712,A05,2018-06-29,2205,2208,33.10%,33.50%,33.40%,1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.O-O O-O 5.d3 d5
"King's Indian Attack, Yugoslav Variation",,4524,A07,2018-07-08,2342,2360,25.30%,42.30%,32.40%,1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.O-O Bg4
"King's Indian Defense, Accelerated Averbakh Variation",,1198,E70,2018-06-24,2316,2301,45.70%,23.90%,30.50%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Bg5
"King's Indian Defense, Averbakh Variation, 6Nc6 Defense",,134,E73,2018-06-26,2167,2213,23.10%,29.90%,47.00%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Nc6
"King's Indian Defense, Averbakh Variation",,493,E73,2018-06-07,2354,2274,55.40%,23.30%,21.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5
"King's Indian Defense, Averbakh Variation, Benoni Defense, Advance Variation",,2757,E75,2018-06-30,2379,2338,43.60%,31.60%,24.80%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 c5 7.d5
"King's Indian Defense, Averbakh Variation, Benoni Defense, Exchange Variation",,260,E74,2018-06-17,2345,2347,35.40%,37.30%,27.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 c5 7.dxc5
"King's Indian Defense, Averbakh Variation, Flexible Defense",,1677,E73,2018-06-25,2200,2255,23.60%,27.80%,48.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 h6
"King's Indian Defense, Averbakh Variation, Geller Defense",,1261,E73,2018-07-08,2182,2219,26.30%,25.40%,48.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Nbd7
"King's Indian Defense, Averbakh Variation, Modern Defense",,1737,E73,2018-07-03,2324,2342,29.90%,31.40%,38.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Na6
"King's Indian Defense, Averbakh Variation, Modern Defense, Burgess Line",,110,E73,2018-05-14,2315,2348,33.60%,33.60%,32.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 Na6 7.Qd2 c6
"King's Indian Defense, Averbakh Variation, Spanish Defense",,180,E73,2018-06-02,2388,2378,36.10%,32.20%,31.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2 O-O 6.Bg5 a6
"King's Indian Defense, Exchange Variation",,3501,E92,2018-06-25,2246,2222,23.70%,48.10%,28.20%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.dxe5
"King's Indian Defense, Fianchetto Variation, Benjamin Defense",,626,E61,2018-06-17,2354,2367,31.90%,34.50%,33.50%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qb6
"King's Indian Defense, Fianchetto Variation, Classical Fianchetto",,9304,E67,2018-07-09,2273,2297,29.40%,32.30%,38.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5
"King's Indian Defense, Fianchetto Variation, Classical Main Line",,4741,E69,2018-07-09,2375,2328,44.90%,31.60%,23.50%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 c6 9.h3
"King's Indian Defense, Fianchetto Variation, Debrecen Defense",,905,E67,2018-06-10,2048,2063,28.90%,25.60%,45.40%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7
"King's Indian Defense, Fianchetto Variation, Delayed Fianchetto",,360,E62,2018-07-05,2209,2156,47.20%,29.70%,23.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3
"King's Indian Defense, Fianchetto Variation, Double Fianchetto Attack",,717,E64,2018-07-08,2355,2351,37.00%,31.40%,31.70%,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O Nbd7 7.Nc3 e5 8.b3
"King's Indian Defense, Fianchetto Variation, Hungarian Variation",,233,E64,2018-06-23,2153,2207,25.30%,27.00%,47.60%,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O Nbd7 7.Nc3 a6
"King's Indian Defense, Fianchetto Variation, Immediate Fianchetto",,3391,E60,2018-07-04,2412,2385,37.80%,37.20%,25.00%,1.d4 Nf6 2.c4 g6 3.g3
"King's Indian Defense, Fianchetto Variation, Karlsbad Variation",,1366,E62,2018-07-06,2281,2290,33.20%,30.80%,36.00%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6
"King's Indian Defense, Fianchetto Variation, Kavalek Defense",,3311,E62,2018-07-09,2291,2326,28.10%,34.30%,37.60%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Qa5
"King's Indian Defense, Fianchetto Variation, Larsen Defense",,1261,E62,2018-07-05,2333,2372,25.80%,40.60%,33.60%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c6 7.O-O Bf5
"King's Indian Defense, Fianchetto Variation, Lesser Simagin (Spassky)",,1813,E62,2018-07-09,2317,2341,29.50%,33.40%,37.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bf5
"King's Indian Defense, Fianchetto Variation, Long Variation",,934,E68,2018-06-22,2242,2309,20.70%,28.90%,50.40%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nbd7 7.O-O e5 8.e4 Re8 9.h3 exd4 10.Nxd4 Nc5 11.Re1 a5
"King's Indian Defense, Fianchetto Variation, Panno Variation",,7752,E63,2018-07-08,2286,2317,27.10%,33.60%,39.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6
"King's Indian Defense, Fianchetto Variation, Panno Variation, Donner Line",,304,E63,2018-06-02,2323,2322,31.30%,32.90%,35.90%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.d5 Na5 9.Nd2 c5 10.Qc2 Rb8 11.b3 b5 12.Bb2 bxc4 13.bxc4 Bh6
"King's Indian Defense, Fianchetto Variation, Panno Variation, Korchnoi Line",,214,E63,2018-03-15,2397,2353,37.40%,35.00%,27.60%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O a6 8.h3 Rb8 9.Be3 b5 10.Nd2
"King's Indian Defense, Fianchetto Variation, Pterodactyl Variation",,294,E64,2018-06-02,2449,2490,28.60%,46.60%,24.80%,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 c5 5.Bg2 Qa5+
"King's Indian Defense, Fianchetto Variation, Simagin Variation",,1141,E62,2018-07-07,2265,2322,25.10%,33.00%,41.90%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O Bg4
"King's Indian Defense, Fianchetto Variation, Uhlmann-Szabo System",,2283,E62,2018-07-07,2231,2240,25.70%,33.20%,41.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 Nc6 7.O-O e5
"King's Indian Defense, Fianchetto Variation, Yugoslav System w/o Nc3",,668,E64,2018-06-24,2208,2245,17.50%,33.80%,48.60%,1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 d6 5.Bg2 O-O 6.O-O c5
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation",,942,E65,2018-07-04,2220,2184,53.30%,25.80%,20.90%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Advance Line",,1171,E66,2018-06-07,2324,2326,43.10%,28.60%,28.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.d5
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Exchange Line",,1172,E66,2018-06-28,2296,2318,18.70%,46.80%,34.50%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5 7.O-O Nc6 8.dxc5 dxc5
"King's Indian Defense, Fianchetto Variation, Yugoslav Variation, Rare Lines",,455,E64,2018-06-23,2216,2234,22.00%,31.90%,46.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 5.g3 O-O 6.Bg2 c5
"King's Indian Defense, Four Pawns Attack",,2887,E76,2018-07-03,2262,2228,44.80%,25.70%,29.40%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4
"King's Indian Defense, Four Pawns Attack, Dynamic Attack",,1889,E76,2018-06-26,2244,2198,44.00%,24.00%,31.90%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Nf3 c5 7.d5
"King's Indian Defense, Four Pawns Attack, Exchange Variation",,235,E79,2018-03-09,2407,2311,37.50%,40.90%,21.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.Nf3 cxd4 8.Nxd4 Nc6 9.Be3
"King's Indian Defense, Four Pawns Attack, Florentine Gambit",,184,E77,2017-08-07,2264,2256,33.70%,25.00%,41.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.d5 e6 8.Nf3 exd5 9.e5
"King's Indian Defense, Four Pawns Attack, Fluid Attack",,109,E78,2016-05-29,2315,2286,34.90%,38.50%,26.60%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.Nf3
"King's Indian Defense, Four Pawns Attack, General",,258,E77,2018-06-01,2090,2081,40.70%,18.20%,41.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2
"King's Indian Defense, Four Pawns Attack, Normal Attack",,1825,E77,2018-07-04,2289,2255,36.40%,27.40%,36.20%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.f4 O-O 6.Be2 c5 7.d5 e6 8.Nf3
"King's Indian Defense, Kazakh Variation",,811,E91,2018-07-08,2240,2283,33.20%,29.50%,37.40%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 Na6
"King's Indian Defense, Kramer Variation",,2198,E70,2018-07-07,2291,2270,42.50%,26.50%,31.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nge2
"King's Indian Defense, Larsen Variation",,912,E90,2018-06-24,2275,2253,37.90%,31.30%,30.80%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be3
"King's Indian Defense, Makagonov Variation",,4820,E71,2018-07-08,2353,2318,47.60%,26.30%,26.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.h3
"King's Indian Defense, Normal Variation",,3120,E70,2018-07-05,2344,2302,39.30%,26.30%,34.40%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4
"King's Indian Defense, Normal Variation, Deferred Fianchetto",,348,E72,2018-05-20,2198,2193,35.10%,25.30%,39.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.g3
"King's Indian Defense, Normal Variation, King's Knight Variation",,12923,E60,2018-07-07,2305,2281,38.60%,33.00%,28.40%,1.d4 Nf6 2.c4 g6 3.Nf3
"King's Indian Defense, Normal Variation, Rare Defenses",,7008,E90,2018-07-07,2312,2280,47.70%,25.80%,26.50%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3
"King's Indian Defense, Normal Variation, Standard Development",,1031,E73,2018-06-30,2225,2189,47.80%,22.20%,30.00%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Be2
"King's Indian Defense, Orthodox Variation",,2859,E94,2018-07-07,2390,2350,41.20%,36.00%,22.70%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O
"King's Indian Defense, Orthodox Variation",,212,E92,2018-06-23,2189,2207,38.70%,33.00%,28.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5
"King's Indian Defense, Orthodox Variation, Aronin-Taimanov Defense",,2854,E97,2018-06-29,2278,2298,26.60%,34.50%,38.90%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6
"King's Indian Defense, Orthodox Variation, Bayonet Attack",,4196,E97,2018-07-09,2333,2309,45.80%,26.20%,28.00%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.b4
"King's Indian Defense, Orthodox Variation, Bayonet Attack, Sokolov's Line",,2149,E97,2018-06-25,2398,2354,44.50%,31.90%,23.60%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.b4 Nh5 10.Re1
"King's Indian Defense, Orthodox Variation, Classical System, Benko Attack",,639,E99,2018-06-25,2376,2337,41.50%,32.40%,26.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.f3 f5 11.g4
"King's Indian Defense, Orthodox Variation, Classical System, Kozul Gambit",,178,E99,2018-06-23,2380,2356,43.80%,25.80%,30.30%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.Be3 f5 11.f3 f4 12.Bf2 g5 13.Rc1 Ng6 14.c5
"King's Indian Defense, Orthodox Variation, Classical System, Misc. Lines",,4060,E98,2018-06-29,2324,2298,43.70%,25.70%,30.60%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1
"King's Indian Defense, Orthodox Variation, Classical System, Neo-Classsical Line",,1968,E99,2018-07-08,2314,2295,45.50%,22.50%,32.10%,1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.Nf3 O-O 6.Be2 e5 7.O-O Nc6 8.d5 Ne7 9.Ne1 Nd7 10.Be3
